states,scores
022100001110000212000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
222100001110000212000010000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
222100021110000212000011000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
222100021110002212000111000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
222101221110002212000111000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
212120120110001001000200200020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212120122110001011000200200020000001000000,"[0, 0, -1, 0, 0, 0, 0]"
202110020111001011200200210020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222110020111001011200201210020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
222111000100000000000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
200101220010110000002000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200101220010112000002100000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201101220010112000002100000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201101220110112000002100000020000002000000,"[0, 0, 0, 0, 0, 0, 0]"
211101220110112000002100000220000002000000,"[0, 0, 0, 0, 0, 0, 0]"
211101220110112001022100000220000002000000,"[0, 0, 0, 0, 0, 0, 0]"
211101222110112011022100000220000002000000,"[0, -1, 0, 0, 0, 0, 0]"
102102020010001002000100000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
102102020110001002000100000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
112102020110001002000100000020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
220120121011001101000220200011020002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221120121011001101000220200011020002200000,"[0, 0, 0, 0, 0, 0, 0]"
221120121211001101100220200011020002200000,"[0, 0, -1, 0, 0, 0, 0]"
212121122011121101000220200022010002101000,"[0, 0, -1, 0, 0, 0, 0]"
221102010010102000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221102010110102000000200000000000000000000,"[0, 0, 0, 0, 0, -1, 0]"
222111022010002100000110000021000000000000,"[-1, -1, -1, -1, 0, 0, 0]"
212101220010002002000100100020010000001000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212101220110002002000100100020010002001000,"[0, -1, 0, 0, 0, 0, 0]"
221122020110001001000100200020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221122022110001011000100200020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221122022111001211000100200020000001000000,"[0, 1, 0, 0, 0, 0, 0]"
200100120010001001000200200020010001002000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220100121010001001000200200020010001002000,"[0, 0, 0, 0, 0, 0, 0]"
220100121010001201000210200020010001002000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220110121010001201000210200022010001002000,"[0, -1, 0, 0, 0, 0, 0]"
201110200001000000200000000000000000000000,"[0, -1, 0, 0, 0, 0, 0]"
221102121210211011000200200010000002000000,"[0, -1, 0, 0, 0, 0, 0]"
221110211010002201000110200021020001202000,"[0, 0, -1, 0, 0, 0, 0]"
221112021110001001000200200020000000000000,"[0.02897, 0, 0, 0, 0, 0, 0]"
221112021110001011000200200020000002000000,"[0, 0, 0, 0, 0.01785, 0, 0]"
201122020110001001000200200020010001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221122020111001001000200200020010001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221122022111001011000200200020010001000000,"[0, -1, 0, 0, 0, 0, 0]"
200120010011002001100200200010000002000000,"[0, 0.02128, 0, 0, 0, 0, 0]"
220120011011002201100210200012000002100000,"[0, 0, -1, 0, 0, 0, 0]"
210110120010002001000100200020000002000000,"[0, -1, -1, -1, -1, -1, -1]"
202102010110201001000000200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212102010110201001000200200000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
200120100012000001000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201120120012000001000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
021120200110000000000000000000000000000000,"[0.01726, 0, 0, 0, 0, 0, 0]"
221120221110000010000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221120221110002010000100000000000000000000,"[0, -1, 0, 0, 0, 0, 0]"
202110010010000002000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
222110011010002002000000100000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
221110022110002011000102200020110002000000,"[0, -1, 0, 0, 0, 0, 0]"
221110122110002211000102200020110002000000,"[0, 1, 0, 0, 0, 0, 0]"
211121022110002001000100200020000000000000,"[0.02499, 0, 0, 0, 0, 0, 0]"
211121022110002011000100200020000002000000,"[0, -1, -1, -1, 0.02321, 0, 0]"
211102220210001001000200200010000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211102222210001011000200200010000001000000,"[0, 0, 0, 0, -1, 0, 0]"
201122220011101001000200200010000000000000,"[0, 0, 0, 0, 0, 0, -1]"
221112010012102000000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
221112011012102000000200000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
221112011012102102000200000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221112111012102102000200000020000000000000,"[1, 0, 0, 0, 0, 0, 0]"
120102021010002000000100000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
120102021010002100000100000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
120112021010002100000100000020000002000000,"[0, 0, 0, 0, 0, 0, 0]"
120112221011002100000100000020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
120112221011002101000120000020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
221110221211002201100110200021000002000000,"[0, -1, 0, 0, 0, 0, 0]"
221100020010001001000200000000000000000000,"[-1, -1, -1, 0.07981, 0, 0, 0]"
212120022110001211000211200020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212120022111001211000211200022000001000000,"[0, 0, 0, 0, 0, 0, -1]"
210121000021000000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210121020021000000100000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210121020021002000100100000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210121020021002001100100000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210121020021002001100100010020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
201112020110001011000100200020020002002000,"[0, -1, 0, 0, 0, 0, 0]"
220100021010001101000220200010010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220100021010001101000220200012010002100000,"[0, 0, 0.0119, 0, 0, 0, 0]"
222100021110001101000220200012010002100000,"[0, 0, 0, 0, 0, -1, 0]"
212102210010001001000000200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212102210110001001000200200000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
221110221011021201100210200012010002002000,"[0, 0, 0, 0, 0, 0, 0]"
221112221011021201101210200012010002002000,"[0, 0, 0, 0, 0, -1, 0]"
221100122010002000000100000010000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221100122010002100000100000010000002000000,"[0, -1, 0, 0, 0, 0, 0]"
112100020120002001000100000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
112100021120002001000100000020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
112100021120002211000100000020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
202112000210100010000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
202112120210100010000000000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
202112120210102010000100000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
202112120210102011000100000020000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
201200020010000001000000100000020000001000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201200020010002001000100100000020000001000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211200020010002001000100100020020000001000,"[0, 0, 0, 0, 0, 0, 0]"
211210220010002001000100100020020000001000,"[0, 0, 0, 0, 0, 0, 0]"
211210221210002001000100100020020000001000,"[0, 0, 0, 0, 0, 0, 0]"
211210221210002011000100100020020002001000,"[0, -1, 0, 0, 0, 0, 0]"
000102000020100001000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200102000020100001000000100000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200102120020100001000000100000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200102120020102001000100100000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200102120020102001000100100020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
200102120020112001000100100020020001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220102120020112001001100100020020001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220102122020112101001100100020020001000000,"[0, 0, 0, 0, 0, 0, 0]"
220122122021112101001100100020020001000000,"[0, 0, 0, 0, -1, 0, 0]"
212110012010002101000200200020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
212110012012002101000210200020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212110012012002101000210200022010001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212110012012002101100210200022010001200000,"[0, 0, -1, 0, 0, 0, 0]"
201102020210101001000100200020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201102020210101011000100200020000002000000,"[0, 0, 0, 0, 0, 0, 0]"
201102020210101011000102200020010002000000,"[0, 0, 0, 0, 0, 0, 0]"
201102020210101011000102200020210002010000,"[0, 0, 0, 0, 0, 0, 0]"
211122020210101011000102200020210002010000,"[0, -1, 0, 0, 0, 0, 0]"
222101021210001211000201200010010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222101021210001211000221200010110002000000,"[0, 0, -1, 0, 0, 0, 0]"
212122121110002001000100000020000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
202120010110000001000000200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
202120010111002001000200200010000000000000,"[0.01785, 0, 0, 0, 0, 0, 0]"
202120010111002011000200200010000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
202122010111002011000201200010000002000000,"[0, 0, 0, 0, 0, 0, 0]"
202122010111002011000201200010210002000000,"[0, 0, 0, 0, 0, 0, 0]"
202122010111202011100201200010210002000000,"[0, 0, 0, 0, 0, 0, 0]"
212122010111202011100201200010210002002000,"[0, -1, 0, 0, 0, 0, 0]"
212101020010100001020000200000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
212101220110100001020000200000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
212101220110102001020100200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212101220110112001020100200020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212111220110112001020100200020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
210121020012001000000100000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210121020012001000100100000020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
210121022012001001100100000020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
110221000000000000000000000000000000000000,"[0.01785, 0, 0, 0, 0, 0, 0]"
110221020001000000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
110221020001002000000100000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
110221020011002000000100000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
111221020011002000000100000020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
111221022111002000000100000020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
211100200010020001000000200000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
221110221010001001000200200010000002000000,"[0, 0, 0, 0, 0, 0, 0]"
221110221011001001000200200010020002000000,"[0, 0, 0, 0, 0, 0, 0]"
221110221011021101000200200010020002000000,"[0, 0, 0, 0, 0, 0, 0]"
221110221011021101200210200010020002000000,"[0, -1, 0, 0, 0, 0, 0]"
100102210010000002000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
100102210010002002000100000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
110102210010002002000100000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
110102211010002002000100000020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
222111021110002201000100200000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
201100020010002001000100000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210110021010001201000210200022010002201000,"[0, 0, 0.02879, 0, 0, 0, 0]"
212110021110001201000210200022010002201000,"[0, 0, 0, 0, 0, -1, 0]"
200121010010002002000100000000000000000000,"[0.02618, 0, 0, 0, 0, 0, 0]"
200121010010002002000100000020000001000000,"[0, 0, 0, 0, 0, 0, 0]"
220121011010002002000100000020000001000000,"[0, 0, -1, 0, 0, 0, 0]"
220121011010002102000100200020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220121011010002102000120200021000001000000,"[0, 0, 0, 0, 0, 0, 0]"
220121011010002102000120200021020001001000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220121011011002102000120200021020001201000,"[0, 0, -1, 0, 0, 0, 0]"
222110021110000100000020000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
200112210010000001000000200000000000000000,"[0.01785, 0, 0, 0, 0, 0, 0]"
210112210010002001000000200000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
210112210010012001000200200000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
210121120011121001020200200020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
210121121011121001020200200020000002000000,"[0, 0, 0, 0, 0, 0, 0]"
210121121011121101020200202020000002000000,"[0, 0, 0, 0, 0, -1, 0]"
210102010000002000000100000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211122010010002000000100000020000000000000,"[0, 0, 0, 0, 0, 0, 0]"
211122210110002000000100000020000000000000,"[0, 0, 0, 0, 0, 0, 0]"
211122210112002001000100000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211122210112002011000100000020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211122212112002011100100000020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
221112010010002001000200000000000000000000,"[-1, -1, 0, 0, 0, 0, 0]"
201100200020000001000000100000020000001000,"[0, 0, 0, 0, 0, 0, 0]"
201110220020000001000000100000020000001000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201110220020002001000100100000020000001000,"[-1, 0, 0, 0, 0, 0, 0]"
200101120010001000000200000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200101120010001001000200000020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
221110121012001201000210200012010002002000,"[0, -1, 0, 0, 0, 0, 0]"
221120020011001001000200200010000000000000,"[0.01726, 0, 0, 0, 0, 0, 0]"
200101020010001000000200000000000000000000,"[0.05357, 0, 0, 0, 0, 0, 0]"
222111020010001001000200000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
222111020210001011000200000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
222111020210001011000201000020000000000000,"[0, 0, 0, 0, 0, 0, 0]"
222111020210001011000201200020110002000000,"[0, -1, 0, 0, 0, 0, 0]"
202100120210001001000200200010000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222110120210001001000200200010000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222110122210001011000200200010000001000000,"[0, -1, 0, 0, 0, 0, 0]"
202101120100000000000000000000000000000000,"[-1, -1, 0, 0, 0, 0, 0]"
221100122010011101000220200010000002000000,"[0, 0.02373, 0, 0, 0, 0, 0]"
221101122010011101000220200012000002000000,"[0, -1, -1, -1, 0, 0, 0]"
221101122110011101000220200012000002200000,"[0, 0, 1, 0, 0, 0, 0]"
221110020012002001000100000020000001000000,"[0, -1, 0, 0, 0, 0, 0]"
100120020012000001000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
202101110010002001000100200020000002000000,"[0, 0, 0, 0, 0, 0, -1]"
202120010111002010000202000020100001000000,"[0, 0, 0, 0, 0, 0, 0]"
120111021020002000000000000000000000000000,"[0, 0, -1, 0, 0, 0, 0]"
211120020010001002000100000020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211120020110001002000100000020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211120122110001002000100000020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211120122110001212000100000020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
211120122110011212000120000020000002000000,"[0, 1, 0, 0, 0, 0, 0]"
120110021010002000000200000000000000000000,"[1, 0, 0, 0, 0, 0, 0]"
220100121010011201000210200012010002200000,"[0, 0, 0.01785, 0, 0, 0, 0]"
222100121010011201000210200012010002201000,"[0, 0, 0, 0, 0.0119, 0, 0]"
201110020111002021000100200020020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212100021010002100000100000020000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
200112020012000001100000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
200102120010200001010000200000010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200102120010202001010100200000010000000000,"[0, 0, 0, 0, 0, 0, 0]"
220102120010202001010100201000010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220102121010202001010100201020010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221102121010202001010100201020010002000000,"[0, 0, 0, 0, 0, 0, 0]"
221102121010222101010100201020010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221102121010222101010120201021010002000000,"[0, -1, 0, 0, 0, 0, 0]"
220100021010001201000210200021010002001000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221100021010001201000210200021010002201000,"[0, 0, 0.0119, 0, 0, 0, 0]"
221110021210001201000210200021010002201000,"[0, 0, 0.0119, 0, 0, 0, 0]"
221110021210001221000211200021010002201000,"[0, 0, -1, 0, 0, 0, 0]"
210121221011001001000200200000020000000000,"[0, 0, -1, 0, 0, 0, 0]"
200110020020001001000200100020010000000000,"[0, 0, 0, 0, 0, 0, 0]"
210112020020001001000200100020010000000000,"[0, 0, -1, 0, 0, 0, 0]"
220101020010002000000100000010000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220101021010002000000100000010000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220111021010002200000100000010000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220111021010102200000120000010000002000000,"[0, -1, 0, 0, 0, 0, 0]"
221112021012102101100110200022010002200000,"[0, 0, 0, 0, 0, 0, 0]"
000101100000200000020000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
202100120110001001000000200000020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
202101120110001001000200200000020000000000,"[-1, 0, 0, 0, 0, 0, 0]"
002102000120000001000000100000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
002102000120000021000000100000010000000000,"[-1, 0, 0, 0, 0, 0, 0]"
222100221110000100000010000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
222101221110002100000010000000000000000000,"[1, 0, 0, 0, 0, 0, 0]"
202121020111000001000000200000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
221100210010011001000200200010020002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221100212010011101000200200010020002000000,"[0, 0, 0, 0, 0, 0, 0]"
221100212010011101000220200011020002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221101212010011101000220200011020002200000,"[0, 0, 0, 0, 0, 0, 0]"
221101212010111101000220200011020002202000,"[0, 0, -1, 0, 0, 0, 0]"
201112020010002000000100000020000001000000,"[0, 0.01726, 0, 0, 0, 0, 0]"
202121020210001011000201200010000000000000,"[0, 0, 0, 0, 0, 0, 0]"
202121020210201011010201200010000000000000,"[0, 0, 0, 0, 0, 0, 0]"
202121020210201011010201200010210000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
202121020210201011010201200010210002010000,"[0, -1, 0, 0, 0, 0, 0]"
201102010210002001000200200010010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201112010210002001000200200010010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221112011210002001000200200010010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221112011210002201000210200010010002000000,"[0, 0, 0, 0, 0, 0, 0]"
221112011210002221000210200011010002000000,"[0, 0, 0, 0, 0, 0, 0]"
221112011210202221000211200011010002000000,"[0, 0, 0, -1, 0, 0, 0]"
221101210010002001000000200000000000000000,"[0, -1, 0, 0, 0, 0, 0]"
220120111010002001000000200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220121111011002001000200200000020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220121111011002001000200200020020001000000,"[0, 0, 0, 0, 0, 0, 0]"
220121111011022001000200200020020001001000,"[0, 0, 0, 0, 0, 0, 0]"
220121111011022101002200200020020001001000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220121111011022101002220200021020001001000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220121111011122101002220200021020001201000,"[0, 0, 0.0119, 0, 0, 0, 0]"
222121111011122101012220200021020001201000,"[0, 0, 0.0119, 0, 0, 0, 0]"
222121111211122111012220200021020001201000,"[0, 0, 1, 0, 0, 0, 0]"
212110021110002210000100000020000002000000,"[0, 0.01785, 0, 0, 0, 0, 0]"
212110121110002210000120000020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
220122221010001201000110200022010001101000,"[0, 0, 0.0119, 0, 0, 0, 0]"
222122221110001201000110200022010001101000,"[0, 0, -1, 0, 0, 0, 0]"
112100120120001010000200000020000002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
112100122120001010000201000020000002000000,"[0, 0, 0, 0, 0, 0, 0]"
112100122120001011000201000020200002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
112101122120001211000201000020200002000000,"[0, 0, 0, 0, 0, 0, -1]"
202102020010101001000200200010010001002000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222102021010101001000200200010010001002000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222102021010101201000210200010010001002000,"[0, 0, 0, 0, 0, 0, 0]"
222102221010101201000210200011010001002000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222102221110101201000210200011010001202000,"[0, 0, -1, 0, 0, 0, 0]"
220102111010000001000000200000020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220102111010002001000100200000020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220102111010002001000100200020020001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220102111010002201000110200020020001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220112111010002201000110200022020001000000,"[0, 0, 0, 0, 0, 0, 0]"
221112111012002201000110200022020001000000,"[0, 0, 0, 0, -1, 0, 0]"
221110221110021021000200200010010002000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221110221110021221000210200010010002000000,"[0, 0, 0, 0, 0, 0, 0]"
221110221110021221001212200010010002000000,"[0, -1, 0, 0, 0, 0, 0]"
200120210010001001000100200000020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
200120210010001001000100200020020001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220120211010001001000100200020020001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
220120211011001201000100200020020001000000,"[0, 0, -1, 0, 0, 0, 0]"
001102000020000001000000200000010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201112000020000001000000200000010000000000,"[-1, 0, 0, 0, 0, 0, 0]"
201110220010020001000000200000010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201110220010022001000100200000010000000000,"[-1, -1, 0, 0, 0, 0, 0]"
021100000020000001000000200000010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221100001020000001000000200000010000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221100021020000001000000200000010000001000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221100021020002001000100200000010000001000,"[0.0119, 0, 0, 0, 0, 0, 0]"
221100021020002101000100200020010000001000,"[0, 0, 0, 0, 0, 0, 0]"
221100221020002101000100200020010001001000,"[0, -1, 0, 0, 0, 0, 0]"
212121010000000000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212121010000102000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
212121110000102000000200000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
212121110002102000100200000000000000000000,"[0, 0, 0, 0, 0, 0, 0]"
212121110002102000100200000020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212121112002112000100200000020000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
212121112002112200110200000020000001000000,"[0, -1, 0, 0, 0, 0, 0]"
201110020200001000000000000000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201110020200001000000200000010000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
200110210010000001000000200000020000000000,"[0, 0, 0, 0, 0, 0, 0]"
201110210010002001000000200000020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201110210110002001000200200000020000000000,"[-1, 0, 0, 0, 0, 0, 0]"
201110210111022001000200200000020000000000,"[0, 0, 0, 0, 0, 0, 0]"
201112210111022001000200200000020000001000,"[-1, 0, 0, 0, 0, 0, 0]"
101102220010000000000000000000000000000000,"[-1, 0, 0, 0, 0, 0, 0]"
222100221010011001000200200010000001000000,"[0, 0.0119, 0, 0, 0, 0, 0]"
222110221010011201000200200010000001000000,"[0, 0, 0, 0, 0, 0, 0]"
222110221010011201000210200010020001000000,"[0, 0, -1, 0, 0, 0, 0]"
220100120010001001000000200000010000002000,"[0.01726, 0, 0, 0, 0, 0, 0]"
221100121010001001000200200020010000002000,"[0.01726, 0, 0, 0, 0, 0, 0]"
221101121110101201000220200020010002002000,"[0, 0, 0, 0, 0, 0, 0]"
221101121110101211020220200020010002002000,"[0, 0.0119, 0, 0, 0, 0, 0]"
221101121110111211020220200022010002002000,"[0, 1, 0, 0, 0, 0, 0]"
220100101010000001000000200000020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
220101121010000001000000200000020000000000,"[-1, -1, 0, 0, 0, 0, 0]"
200110210010002001000000200000010000002000,"[0, 0, 0, 0, 0, 0, 0]"
210112210010002001000000200000010000002000,"[0, 0, 0, 0, 0, 0, 0]"
210112210011002001000200200000010000002000,"[0, 0, 0, 0, 0, 0, 0]"
210112211011022001000200200000010000002000,"[0, 0, -1, 0, 0, 0, 0]"
222100021110002201000110200022010001100000,"[0, 0, 0.01785, 0, 0, 0, 0]"
222102021110002211000110200022010001100000,"[0, 0, 0.0119, 0, 0, 0, 0]"
222102021110002211000112200022010001101000,"[0, 0, -1, 0, 0, 0, 0]"
200102010010001001000000200000020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201102010010001001000200200000020000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
201102010010001001000200200020020000001000,"[0.0119, 0, 0, 0, 0, 0, 0]"
211102010010001001000200200020020002001000,"[0, -1, 0, 0, 0, 0, 0]"
202100120110001001000200200000000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
222101121110011001000200200020000002000000,"[0, 0.0119, 0, 0, 0, 0, -1]"
222101121110111201000200200020000002000000,"[0, 0, 0.0119, 0, 0, 0, 0]"
222101121110111211000220200020000002000000,"[0, -1, 0, 0, 0, 0, 0]"
202110020111001021000201200020000000000000,"[0.0119, 0, 0, 0, 0, 0, 0]"
